from,to,
37000,37045,
37000,37123,
37000,37015,
37000,37181,
37000,37189,
37000,37185,
37000,37177,
37000,37159,
37000,37151,
37000,37127,
37000,37037,
37000,37145,
37000,37141,
37000,37121,
37000,37103,
37000,37089,
37000,37087,
37000,37031,
37000,37169,
37000,37111,
37000,37049,
37000,37113,
37000,37003,
37000,37155,
37000,37053,
37000,37107,
37000,37097,
37000,37023,
37000,37193,
37000,37085,
37000,37035,
37000,37167,
37000,37165,
37000,37161,
37000,37051,
37000,37095,
37000,37197,
37000,37101,
37000,37001,
37000,37009,
37000,37179,
37000,37021,
37000,37011,
31000,31089,
31000,31013,
31000,31127,
31000,31063,
31000,31045,
31000,31155,
31000,31105,
31000,31101,
31000,31093,
31000,31081,
31000,31041,
31000,31175,
31000,31149,
31000,31137,
31000,31073,
31000,31023,
31000,31031,
31000,31161,
31000,31151,
31000,31075,
31000,31055,
31000,31171,
31000,31153,
31000,31121,
31000,31069,
31000,31007,
31000,31145,
31000,31141,
31000,31113,
31000,31049,
31000,31123,
31000,31079,
31000,31071,
31000,31065,
31000,31185,
31000,31077,
31000,31165,
31000,31103,
31000,31011,
31000,31003,
31000,31159,
31000,31083,
31000,31181,
31000,31135,
31000,31067,
31000,31097,
31000,31057,
31000,31059,
31000,31051,
31000,31115,
31000,31033,
31000,31183,
31000,31085,
31000,31001,
31000,31179,
31000,31095,
31000,31091,
31000,31017,
31000,31143,
31000,31027,
31000,31119,
31000,31169,
31000,31129,
31000,31117,
31000,31021,
31000,31009,
31000,31173,
31000,31167,
31000,31053,
31000,31025,
31000,31107,
31000,31087,
31000,31039,
31000,31125,
31000,31019,
31000,31177,
31000,31163,
31000,31111,
31000,31099,
31000,31029,
31000,31047,
31000,31043,
31000,31157,
31000,31133,
31000,31035,
31000,31015,
31000,31005,
31000,31139,
31000,31131,
31000,31109,
31000,31037,
31000,31147,
31000,31061,
21000,21177,
21000,21135,
21000,21117,
21000,21105,
21000,21093,
21000,21073,
21000,21003,
21000,21149,
21000,21133,
21000,21097,
21000,21095,
21000,21229,
21000,21183,
21000,21053,
21000,21047,
21000,21041,
21000,21223,
21000,21217,
21000,21113,
21000,21017,
21000,21081,
21000,21045,
21000,21119,
21000,21107,
21000,21083,
21000,21039,
21000,21027,
21000,21009,
21000,21219,
21000,21129,
21000,21123,
21000,21111,
21000,21089,
21000,21051,
21000,21215,
21000,21057,
21000,21005,
21000,21211,
21000,21191,
21000,21185,
21000,21151,
21000,21069,
21000,21025,
21000,21019,
21000,21231,
21000,21141,
21000,21167,
21000,21189,
21000,21099,
21000,21067,
21000,21187,
21000,21153,
21000,21131,
21000,21101,
21000,21079,
21000,21205,
21000,21075,
21000,21139,
21000,21237,
21000,21225,
21000,21203,
21000,21037,
21000,21029,
21000,21011,
21000,21043,
21000,21055,
21000,21221,
21000,21213,
21000,21201,
21000,21171,
21000,21085,
21000,21061,
21000,21023,
21000,21209,
21000,21239,
21000,21227,
21000,21179,
21000,21007,
21000,21127,
21000,21109,
21000,21071,
21000,21163,
21000,21159,
21000,21033,
21000,21091,
21000,21087,
21000,21173,
21000,21013,
21000,21001,
21000,21161,
21000,21207,
21000,21125,
21000,21199,
21000,21197,
21000,21169,
21000,21147,
21000,21035,
21000,21031,
21000,21235,
21000,21165,
21000,21137,
21000,21115,
21000,21103,
21000,21063,
21000,21021,
21000,21015,
21000,21233,
21000,21195,
21000,21143,
21000,21121,
21000,21049,
21000,21175,
21000,21157,
21000,21145,
21000,21059,
21000,21155,
21000,21193,
21000,21181,
21000,21077,
21000,21065,
1000,1049,
1000,1037,
1000,1013,
1000,1071,
1000,1001,
1000,1133,
1000,1125,
1000,1097,
1000,1029,
1000,1011,
1000,1121,
1000,1119,
1000,1113,
1000,1101,
1000,1023,
1000,1003,
1000,1103,
1000,1123,
1000,1117,
1000,1007,
1000,1107,
1000,1055,
1000,1017,
1000,1105,
1000,1081,
1000,1075,
1000,1035,
1000,1091,
1000,1129,
1000,1077,
1000,1127,
1000,1111,
1000,1025,
1000,1021,
1000,1065,
1000,1015,
1000,1095,
1000,1087,
1000,1061,
1000,1047,
1000,1085,
1000,1063,
1000,1053,
1000,1043,
1000,1031,
1000,1005,
1000,1069,
1000,1033,
1000,1099,
1000,1083,
1000,1073,
1000,1059,
1000,1109,
1000,1057,
1000,1131,
1000,1093,
1000,1089,
1000,1079,
1000,1067,
1000,1051,
1000,1045,
1000,1019,
1000,1009,
1000,1039,
1000,1115,
1000,1041,
1000,1027,
48000,48479,
48000,48449,
48000,48443,
48000,48303,
48000,48201,
48000,48143,
48000,48073,
48000,48061,
48000,48029,
48000,48483,
48000,48441,
48000,48345,
48000,48091,
48000,48027,
48000,48023,
48000,48431,
48000,48429,
48000,48415,
48000,48161,
48000,48063,
48000,48011,
48000,48275,
48000,48505,
48000,48367,
48000,48359,
48000,48341,
48000,48247,
48000,48217,
48000,48145,
48000,48135,
48000,48087,
48000,48075,
48000,48059,
48000,48025,
48000,48277,
48000,48403,
48000,48397,
48000,48325,
48000,48305,
48000,48261,
48000,48257,
48000,48155,
48000,48463,
48000,48151,
48000,48103,
48000,48069,
48000,48033,
48000,48137,
48000,48369,
48000,48455,
48000,48297,
48000,48081,
48000,48373,
48000,48371,
48000,48421,
48000,48343,
48000,48313,
48000,48175,
48000,48095,
48000,48085,
48000,48499,
48000,48477,
48000,48427,
48000,48353,
48000,48339,
48000,48321,
48000,48163,
48000,48067,
48000,48047,
48000,48031,
48000,48001,
48000,48481,
48000,48471,
48000,48445,
48000,48391,
48000,48291,
48000,48273,
48000,48197,
48000,48141,
48000,48131,
48000,48045,
48000,48109,
48000,48419,
48000,48255,
48000,48219,
48000,48193,
48000,48203,
48000,48265,
48000,48459,
48000,48317,
48000,48309,
48000,48227,
48000,48177,
48000,48105,
48000,48015,
48000,48007,
48000,48503,
48000,48501,
48000,48361,
48000,48337,
48000,48181,
48000,48125,
48000,48121,
48000,48235,
48000,48399,
48000,48077,
48000,48051,
48000,48461,
48000,48347,
48000,48307,
48000,48213,
48000,48167,
48000,48451,
48000,48385,
48000,48185,
48000,48147,
48000,48333,
48000,48285,
48000,48231,
48000,48183,
48000,48173,
48000,48195,
48000,48133,
48000,48119,
48000,48071,
48000,48425,
48000,48491,
48000,48453,
48000,48283,
48000,48259,
48000,48039,
48000,48497,
48000,48439,
48000,48271,
48000,48245,
48000,48127,
48000,48065,
48000,48043,
48000,48111,
48000,48495,
48000,48423,
48000,48405,
48000,48401,
48000,48335,
48000,48241,
48000,48237,
48000,48021,
48000,48003,
48000,48225,
48000,48457,
48000,48407,
48000,48375,
48000,48287,
48000,48279,
48000,48243,
48000,48153,
48000,48123,
48000,48249,
48000,48377,
48000,48215,
48000,48433,
48000,48355,
48000,48323,
48000,48311,
48000,48289,
48000,48221,
48000,48207,
48000,48097,
48000,48083,
48000,48035,
48000,48413,
48000,48489,
48000,48473,
48000,48417,
48000,48351,
48000,48319,
48000,48267,
48000,48171,
48000,48129,
48000,48165,
48000,48229,
48000,48381,
48000,48357,
48000,48331,
48000,48295,
48000,48251,
48000,48117,
48000,48041,
48000,48009,
48000,48485,
48000,48467,
48000,48447,
48000,48389,
48000,48383,
48000,48233,
48000,48159,
48000,48057,
48000,48093,
48000,48329,
48000,48493,
48000,48299,
48000,48189,
48000,48079,
48000,48487,
48000,48469,
48000,48393,
48000,48293,
48000,48263,
48000,48115,
48000,48055,
48000,48053,
48000,48281,
48000,48187,
48000,48157,
48000,48149,
48000,48013,
48000,48507,
48000,48475,
48000,48437,
48000,48411,
48000,48409,
48000,48379,
48000,48269,
48000,48223,
48000,48205,
48000,48191,
48000,48179,
48000,48139,
48000,48049,
48000,48435,
48000,48209,
48000,48395,
48000,48099,
48000,48365,
48000,48301,
48000,48253,
48000,48169,
48000,48113,
48000,48019,
48000,48327,
48000,48465,
48000,48363,
48000,48315,
48000,48101,
48000,48089,
48000,48037,
48000,48017,
48000,48107,
48000,48387,
48000,48349,
48000,48239,
48000,48211,
48000,48199,
48000,48005,
18000,18179,
18000,18099,
18000,18093,
18000,18089,
18000,18067,
18000,18061,
18000,18043,
18000,18127,
18000,18159,
18000,18115,
18000,18101,
18000,18081,
18000,18123,
18000,18113,
18000,18107,
18000,18095,
18000,18147,
18000,18047,
18000,18151,
18000,18021,
18000,18001,
18000,18181,
18000,18117,
18000,18075,
18000,18063,
18000,18161,
18000,18135,
18000,18133,
18000,18111,
18000,18091,
18000,18165,
18000,18051,
18000,18029,
18000,18011,
18000,18019,
18000,18175,
18000,18173,
18000,18103,
18000,18097,
18000,18083,
18000,18017,
18000,18003,
18000,18157,
18000,18039,
18000,18153,
18000,18169,
18000,18033,
18000,18177,
18000,18007,
18000,18183,
18000,18125,
18000,18045,
18000,18027,
18000,18035,
18000,18155,
18000,18143,
18000,18109,
18000,18065,
18000,18037,
18000,18137,
18000,18171,
18000,18149,
18000,18069,
18000,18009,
18000,18141,
18000,18087,
18000,18057,
18000,18025,
18000,18145,
18000,18129,
18000,18079,
18000,18139,
18000,18105,
18000,18085,
18000,18005,
18000,18167,
18000,18077,
18000,18073,
18000,18053,
18000,18049,
18000,18119,
18000,18071,
18000,18041,
18000,18015,
18000,18121,
18000,18013,
18000,18059,
18000,18023,
18000,18163,
18000,18131,
18000,18055,
18000,18031,
35000,35023,
35000,35027,
35000,35005,
35000,35055,
35000,35029,
35000,35017,
35000,35019,
35000,35061,
35000,35033,
35000,35013,
35000,35051,
35000,35007,
35000,35059,
35000,35053,
35000,35035,
35000,35047,
35000,35037,
35000,35011,
35000,35057,
35000,35049,
35000,35006,
35000,35003,
35000,35039,
35000,35009,
35000,35043,
35000,35001,
35000,35025,
35000,35028,
35000,35015,
35000,35031,
35000,35045,
35000,35021,
35000,35041,
39000,39057,
39000,39109,
39000,39143,
39000,39155,
39000,39055,
39000,39097,
39000,39011,
39000,39125,
39000,39121,
39000,39059,
39000,39017,
39000,39171,
39000,39113,
39000,39175,
39000,39049,
39000,39043,
39000,39077,
39000,39009,
39000,39147,
39000,39145,
39000,39063,
39000,39093,
39000,39053,
39000,39039,
39000,39029,
39000,39071,
39000,39111,
39000,39091,
39000,39067,
39000,39061,
39000,39173,
39000,39161,
39000,39037,
39000,39007,
39000,39165,
39000,39073,
39000,39013,
39000,39001,
39000,39019,
39000,39027,
39000,39157,
39000,39151,
39000,39139,
39000,39137,
39000,39117,
39000,39083,
39000,39169,
39000,39159,
39000,39135,
39000,39095,
39000,39085,
39000,39081,
39000,39047,
39000,39045,
39000,39089,
39000,39069,
39000,39005,
39000,39133,
39000,39075,
39000,39051,
39000,39099,
39000,39141,
39000,39003,
39000,39167,
39000,39149,
39000,39079,
39000,39023,
39000,39127,
39000,39115,
39000,39103,
39000,39033,
39000,39129,
39000,39153,
39000,39119,
39000,39031,
39000,39163,
39000,39035,
39000,39025,
39000,39123,
39000,39101,
39000,39065,
39000,39015,
39000,39105,
39000,39041,
39000,39131,
39000,39107,
39000,39087,
39000,39021,
28000,28153,
28000,28111,
28000,28011,
28000,28073,
28000,28015,
28000,28069,
28000,28139,
28000,28075,
28000,28151,
28000,28031,
28000,28113,
28000,28067,
28000,28161,
28000,28047,
28000,28141,
28000,28125,
28000,28039,
28000,28021,
28000,28019,
28000,28005,
28000,28105,
28000,28087,
28000,28049,
28000,28065,
28000,28159,
28000,28121,
28000,28119,
28000,28097,
28000,28095,
28000,28085,
28000,28041,
28000,28029,
28000,28123,
28000,28115,
28000,28127,
28000,28099,
28000,28009,
28000,28083,
28000,28157,
28000,28089,
28000,28061,
28000,28043,
28000,28059,
28000,28155,
28000,28149,
28000,28137,
28000,28001,
28000,28007,
28000,28117,
28000,28107,
28000,28081,
28000,28147,
28000,28135,
28000,28133,
28000,28045,
28000,28057,
28000,28051,
28000,28103,
28000,28035,
28000,28027,
28000,28017,
28000,28163,
28000,28079,
28000,28055,
28000,28063,
28000,28025,
28000,28003,
28000,28101,
28000,28093,
28000,28071,
28000,28013,
28000,28033,
28000,28077,
28000,28131,
28000,28109,
28000,28053,
28000,28143,
28000,28037,
28000,28023,
28000,28145,
28000,28129,
28000,28091,
45000,45079,
45000,45031,
45000,45053,
45000,45001,
45000,45089,
45000,45071,
45000,45075,
45000,45069,
45000,45067,
45000,45061,
45000,45077,
45000,45037,
45000,45019,
45000,45083,
45000,45045,
45000,45051,
45000,45073,
45000,45035,
45000,45033,
45000,45063,
45000,45027,
45000,45015,
45000,45013,
45000,45055,
45000,45057,
45000,45081,
45000,45065,
45000,45007,
45000,45043,
45000,45029,
45000,45025,
45000,45023,
45000,45003,
45000,45049,
45000,45011,
45000,45039,
45000,45047,
45000,45009,
45000,45087,
45000,45091,
45000,45021,
45000,45085,
45000,45059,
45000,45017,
45000,45041,
45000,45005,
36000,36113,
36000,36089,
36000,36117,
36000,36021,
36000,36063,
36000,36053,
36000,36119,
36000,36041,
36000,36099,
36000,36007,
36000,36049,
36000,36037,
36000,36019,
36000,36105,
36000,36111,
36000,36109,
36000,36027,
36000,36005,
36000,36079,
36000,36023,
36000,36101,
36000,36001,
36000,36107,
36000,36087,
36000,36073,
36000,36035,
36000,36029,
36000,36093,
36000,36075,
36000,36047,
36000,36045,
36000,36015,
36000,36067,
36000,36057,
36000,36077,
36000,36091,
36000,36055,
36000,36003,
36000,36123,
36000,36097,
36000,36051,
36000,36095,
36000,36115,
36000,36085,
36000,36069,
36000,36039,
36000,36103,
36000,36059,
36000,36121,
36000,36061,
36000,36043,
36000,36017,
36000,36013,
36000,36081,
36000,36011,
36000,36009,
36000,36083,
36000,36031,
36000,36025,
36000,36033,
36000,36071,
36000,36065,
47000,47135,
47000,47069,
47000,47031,
47000,47025,
47000,47157,
47000,47035,
47000,47013,
47000,47091,
47000,47043,
47000,47027,
47000,47011,
47000,47141,
47000,47021,
47000,47077,
47000,47165,
47000,47129,
47000,47167,
47000,47123,
47000,47119,
47000,47151,
47000,47093,
47000,47081,
47000,47009,
47000,47153,
47000,47115,
47000,47089,
47000,47085,
47000,47047,
47000,47065,
47000,47075,
47000,47045,
47000,47127,
47000,47185,
47000,47155,
47000,47131,
47000,47121,
47000,47017,
47000,47003,
47000,47117,
47000,47111,
47000,47169,
47000,47125,
47000,47071,
47000,47029,
47000,47159,
47000,47179,
47000,47103,
47000,47097,
47000,47063,
47000,47173,
47000,47163,
47000,47057,
47000,47001,
47000,47113,
47000,47059,
47000,47037,
47000,47015,
47000,47139,
47000,47101,
47000,47099,
47000,47055,
47000,47033,
47000,47189,
47000,47019,
47000,47183,
47000,47051,
47000,47041,
47000,47107,
47000,47171,
47000,47187,
47000,47145,
47000,47143,
47000,47087,
47000,47067,
47000,47049,
47000,47147,
47000,47095,
47000,47083,
47000,47149,
47000,47105,
47000,47061,
47000,47109,
47000,47073,
47000,47005,
47000,47079,
47000,47039,
47000,47137,
47000,47053,
47000,47007,
47000,47181,
47000,47023,
47000,47161,
47000,47177,
47000,47175,
47000,47133,
34000,34021,
34000,34015,
34000,34013,
34000,34001,
34000,34017,
34000,34011,
34000,34009,
34000,34007,
34000,34005,
34000,34039,
34000,34019,
34000,34003,
34000,34031,
34000,34033,
34000,34027,
34000,34037,
34000,34025,
34000,34023,
34000,34029,
34000,34041,
34000,34035,
29000,29195,
29000,29185,
29000,29149,
29000,29129,
29000,29127,
29000,29037,
29000,29225,
29000,29205,
29000,29181,
29000,29153,
29000,29079,
29000,29219,
29000,29215,
29000,29187,
29000,29163,
29000,29003,
29000,29183,
29000,29107,
29000,29091,
29000,29083,
29000,29203,
29000,29201,
29000,29033,
29000,29051,
29000,29039,
29000,29510,
29000,29177,
29000,29057,
29000,29005,
29000,29059,
29000,29167,
29000,29145,
29000,29143,
29000,29139,
29000,29099,
29000,29023,
29000,29021,
29000,29067,
29000,29047,
29000,29171,
29000,29013,
29000,29227,
29000,29207,
29000,29199,
29000,29179,
29000,29121,
29000,29119,
29000,29071,
29000,29031,
29000,29019,
29000,29011,
29000,29221,
29000,29155,
29000,29115,
29000,29061,
29000,29131,
29000,29123,
29000,29117,
29000,29081,
29000,29077,
29000,29025,
29000,29213,
29000,29001,
29000,29169,
29000,29073,
29000,29209,
29000,29165,
29000,29137,
29000,29105,
29000,29211,
29000,29159,
29000,29101,
29000,29087,
29000,29049,
29000,29043,
29000,29041,
29000,29035,
29000,29217,
29000,29151,
29000,29197,
29000,29015,
29000,29089,
29000,29009,
29000,29175,
29000,29173,
29000,29109,
29000,29017,
29000,29229,
29000,29147,
29000,29069,
29000,29027,
29000,29141,
29000,29223,
29000,29085,
29000,29029,
29000,29186,
29000,29063,
29000,29189,
29000,29125,
29000,29111,
29000,29097,
29000,29093,
29000,29065,
29000,29045,
29000,29157,
29000,29095,
29000,29075,
29000,29135,
29000,29055,
29000,29053,
29000,29113,
29000,29161,
29000,29133,
29000,29103,
29000,29007,
10000,10005,
10000,10003,
10000,10001,
40000,40115,
40000,40087,
40000,40013,
40000,40073,
40000,40097,
40000,40107,
40000,40035,
40000,40011,
40000,40001,
40000,40093,
40000,40149,
40000,40109,
40000,40141,
40000,40063,
40000,40059,
40000,40145,
40000,40121,
40000,40051,
40000,40153,
40000,40143,
40000,40139,
40000,40123,
40000,40105,
40000,40061,
40000,40015,
40000,40071,
40000,40031,
40000,40017,
40000,40103,
40000,40083,
40000,40019,
40000,40009,
40000,40101,
40000,40023,
40000,40089,
40000,40125,
40000,40117,
40000,40111,
40000,40099,
40000,40069,
40000,40055,
40000,40027,
40000,40137,
40000,40077,
40000,40021,
40000,40127,
40000,40081,
40000,40037,
40000,40039,
40000,40129,
40000,40067,
40000,40133,
40000,40029,
40000,40005,
40000,40113,
40000,40095,
40000,40079,
40000,40053,
40000,40049,
40000,40025,
40000,40151,
40000,40147,
40000,40131,
40000,40085,
40000,40057,
40000,40043,
40000,40007,
40000,40075,
40000,40045,
40000,40119,
40000,40091,
40000,40033,
40000,40003,
40000,40065,
40000,40047,
40000,40041,
40000,40135,
23000,23011,
23000,23029,
23000,23025,
23000,23013,
23000,23021,
23000,23015,
23000,23019,
23000,23023,
23000,23001,
23000,23027,
23000,23005,
23000,23007,
23000,23003,
23000,23009,
23000,23031,
23000,23017,
9000,9001,
9000,9013,
9000,9005,
9000,9007,
9000,9009,
9000,9003,
9000,9011,
9000,9015,
24000,24021,
24000,24027,
24000,24001,
24000,24043,
24000,24033,
24000,24510,
24000,24023,
24000,24009,
24000,24047,
24000,24031,
24000,24011,
24000,24029,
24000,24037,
24000,24015,
24000,24017,
24000,24035,
24000,24025,
24000,24005,
24000,24041,
24000,24045,
24000,24013,
24000,24019,
24000,24003,
24000,24039,
22000,22113,
22000,22109,
22000,22019,
22000,22015,
22000,22093,
22000,22059,
22000,22095,
22000,22069,
22000,22103,
22000,22101,
22000,22025,
22000,22091,
22000,22055,
22000,22053,
22000,22007,
22000,22089,
22000,22041,
22000,22121,
22000,22123,
22000,22031,
22000,22003,
22000,22005,
22000,22081,
22000,22037,
22000,22021,
22000,22087,
22000,22085,
22000,22001,
22000,22083,
22000,22111,
22000,22119,
22000,22063,
22000,22061,
22000,22047,
22000,22033,
22000,22057,
22000,22023,
22000,22035,
22000,22125,
22000,22079,
22000,22115,
22000,22011,
22000,22027,
22000,22073,
22000,22075,
22000,22039,
22000,22013,
22000,22117,
22000,22099,
22000,22077,
22000,22043,
22000,22017,
22000,22071,
22000,22045,
22000,22097,
22000,22065,
22000,22051,
22000,22029,
22000,22107,
22000,22127,
22000,22105,
22000,22067,
22000,22049,
22000,22009,
15000,15005,
15000,15003,
15000,15009,
15000,15001,
15000,15007,
6000,6091,
6000,6017,
6000,6069,
6000,6067,
6000,6063,
6000,6055,
6000,6051,
6000,6023,
6000,6095,
6000,6087,
6000,6043,
6000,6099,
6000,6013,
6000,6015,
6000,6011,
6000,6103,
6000,6057,
6000,6115,
6000,6007,
6000,6019,
6000,6101,
6000,6037,
6000,6109,
6000,6075,
6000,6041,
6000,6003,
6000,6111,
6000,6107,
6000,6097,
6000,6079,
6000,6089,
6000,6073,
6000,6105,
6000,6031,
6000,6039,
6000,6021,
6000,6053,
6000,6025,
6000,6005,
6000,6113,
6000,6029,
6000,6009,
6000,6081,
6000,6077,
6000,6049,
6000,6027,
6000,6065,
6000,6083,
6000,6059,
6000,6045,
6000,6001,
6000,6093,
6000,6085,
6000,6071,
6000,6047,
